Student_ID,Programme,Entry_Level,Entry_Year,Total_Credits,Year_3_GPA,Year_4_GPA,Final_GPA,Degree_Classification,Graduation_Date,Graduation_Status
10001355,Business Management,2,2020/21,240,19.96,19.9,19.93,First Class Honours,2023-06-30,Graduated
10001358,Business Management,1,2020/21,360,11.63,7.97,9.8,Third Class Honours,2024-06-30,Pending
10001360,Business Management,3,2020/21,120,7.23,11.35,9.29,Third Class Honours,2022-06-30,Pending
10001361,Business Management,1,2020/21,360,19.55,15.61,17.58,Borderline 2.1/1st,2024-06-30,Pending
10001362,Business Management,3,2020/21,120,10.88,8.02,9.45,Third Class Honours,2022-06-30,Pending
10001363,Business Management,1,2020/21,360,15.88,11.29,13.58,Lower Second Class Honours,2024-06-30,Pending
10001365,Business Management,1,2020/21,360,10.84,11.04,10.94,Third Class Honours,2024-06-30,Graduated
10001366,Business Management,1,2020/21,360,20.26,19.32,19.79,First Class Honours,2024-06-30,Graduated
10001369,Business Management,3,2020/21,120,15.03,11.86,13.45,Lower Second Class Honours,2022-06-30,Pending
10001370,Business Management,2,2020/21,240,5.84,5.45,5.64,Fail,2023-06-30,Deferred
10001371,Business Management,1,2020/21,360,16.1,15.64,15.87,Upper Second Class Honours,2024-06-30,Graduated
10001372,Business Management,1,2020/21,360,20.51,20.23,20.37,First Class Honours,2024-06-30,Graduated
10001374,Business Management,1,2020/21,360,19.71,19.62,19.66,First Class Honours,2024-06-30,Graduated
10001375,Business Management,1,2020/21,360,2.83,7.72,5.28,Fail,2024-06-30,Deferred
10001376,Business Management,1,2020/21,360,20.15,19.57,19.86,First Class Honours,2024-06-30,Graduated
10001377,Business Management,3,2020/21,120,19.59,20.17,19.88,First Class Honours,2022-06-30,Graduated
10001378,Business Management,1,2020/21,360,15.59,15.93,15.76,Upper Second Class Honours,2024-06-30,Graduated
10001379,Business Management,2,2020/21,240,16.17,14.71,15.44,Upper Second Class Honours,2023-06-30,Graduated
10001380,Business Management,2,2020/21,240,10.95,10.84,10.9,Third Class Honours,2023-06-30,Graduated
10001381,Business Management,1,2020/21,360,19.62,20.37,19.99,First Class Honours,2024-06-30,Graduated
10001383,Business Management,1,2020/21,360,10.31,10.75,10.53,Third Class Honours,2024-06-30,Graduated
10001384,Business Management,1,2020/21,360,16.4,11.65,14.03,Lower Second Class Honours,2024-06-30,Pending
10001385,Business Management,2,2020/21,240,15.6,14.6,15.1,Upper Second Class Honours,2023-06-30,Graduated
10001386,Business Management,1,2020/21,360,14.6,14.38,14.49,Lower Second Class Honours,2024-06-30,Graduated
10001388,Business Management,3,2020/21,120,11.61,12.22,11.92,Borderline 3rd/2.2,2022-06-30,Graduated
10001389,Business Management,3,2020/21,120,10.75,8.27,9.51,Third Class Honours,2022-06-30,Pending
10001390,Business Management,1,2020/21,360,10.88,10.21,10.55,Third Class Honours,2024-06-30,Graduated
10001391,Business Management,1,2020/21,360,10.91,16.24,13.57,Lower Second Class Honours,2024-06-30,Graduated
10001392,Business Management,1,2020/21,360,11.88,11.0,11.44,Third Class Honours,2024-06-30,Graduated
10001394,Business Management,2,2020/21,240,19.67,20.16,19.91,First Class Honours,2023-06-30,Graduated
10001395,Business Management,1,2020/21,360,10.26,10.86,10.56,Third Class Honours,2024-06-30,Graduated
10001397,Business Management,2,2020/21,240,20.21,19.61,19.91,First Class Honours,2023-06-30,Graduated
10001398,Business Management,2,2020/21,240,9.85,10.75,10.3,Third Class Honours,2023-06-30,Graduated
10001399,Business Management,1,2020/21,360,5.36,6.82,6.09,Fail,2024-06-30,Deferred
10001400,Business Management,1,2020/21,360,11.1,11.57,11.33,Third Class Honours,2024-06-30,Graduated
10001401,Business Management,1,2020/21,360,14.51,14.3,14.41,Lower Second Class Honours,2024-06-30,Graduated
10001402,Business Management,1,2020/21,360,7.69,3.91,5.8,Fail,2024-06-30,Deferred
10001403,Business Management,3,2020/21,120,20.11,15.41,17.76,Borderline 2.1/1st,2022-06-30,Pending
10001404,Business Management,2,2020/21,240,14.94,15.46,15.2,Upper Second Class Honours,2023-06-30,Graduated
10001405,Business Management,1,2020/21,360,14.16,10.49,12.33,Lower Second Class Honours,2024-06-30,Pending
10001406,Business Management,1,2020/21,360,11.59,10.96,11.27,Third Class Honours,2024-06-30,Graduated
10001407,Business Management,1,2020/21,360,14.78,11.63,13.21,Lower Second Class Honours,2024-06-30,Pending
10001408,Business Management,1,2020/21,360,7.67,8.04,7.86,Fail,2024-06-30,Deferred
10001409,Business Management,2,2020/21,240,19.69,20.04,19.86,First Class Honours,2023-06-30,Graduated
10001410,Business Management,3,2020/21,120,19.05,19.92,19.48,First Class Honours,2022-06-30,Graduated
10001411,Business Management,3,2020/21,120,10.96,11.86,11.41,Third Class Honours,2022-06-30,Graduated
10001412,Business Management,2,2020/21,240,20.27,20.18,20.23,First Class Honours,2023-06-30,Graduated
10001413,Business Management,1,2020/21,360,11.23,14.96,13.09,Lower Second Class Honours,2024-06-30,Graduated
10001414,Business Management,1,2020/21,360,8.8,7.23,8.02,Fail,2024-06-30,Deferred
10001415,Business Management,1,2020/21,360,9.93,10.38,10.15,Third Class Honours,2024-06-30,Graduated
10001416,Business Management,1,2020/21,360,14.68,14.54,14.61,Borderline 2.2/2.1,2024-06-30,Graduated
10001417,Business Management,1,2020/21,360,5.13,7.16,6.14,Fail,2024-06-30,Deferred
10001418,Business Management,1,2020/21,360,11.36,9.76,10.56,Third Class Honours,2024-06-30,Pending
10001419,Business Management,1,2020/21,360,14.64,15.26,14.95,Borderline 2.2/2.1,2024-06-30,Graduated
10001420,Business Management,2,2020/21,240,10.18,11.0,10.59,Third Class Honours,2023-06-30,Graduated
10001421,Business Management,3,2020/21,120,20.38,20.63,20.51,First Class Honours,2022-06-30,Graduated
10001422,Business Management,1,2020/21,360,10.63,12.04,11.34,Third Class Honours,2024-06-30,Graduated
10001424,Business Management,1,2020/21,360,12.53,11.45,11.99,Borderline 3rd/2.2,2024-06-30,Graduated
10001425,Business Management,2,2020/21,240,11.06,8.37,9.71,Third Class Honours,2023-06-30,Pending
10001427,Business Management and International Relations,1,2020/21,360,15.55,11.04,13.29,Lower Second Class Honours,2024-06-30,Pending
10001429,Business Management and International Relations,1,2020/21,360,14.23,14.29,14.26,Lower Second Class Honours,2024-06-30,Graduated
10001430,Business Management and International Relations,1,2020/21,360,14.81,14.53,14.67,Borderline 2.2/2.1,2024-06-30,Graduated
10001432,Business Management and International Relations,1,2020/21,360,16.05,14.66,15.36,Upper Second Class Honours,2024-06-30,Graduated
10001433,Business Management and International Relations,2,2020/21,240,20.71,19.78,20.24,First Class Honours,2023-06-30,Graduated
10001434,Business Management and International Relations,1,2020/21,360,13.87,14.2,14.04,Lower Second Class Honours,2024-06-30,Graduated
10001435,Business Management and International Relations,1,2020/21,360,10.78,12.72,11.75,Borderline 3rd/2.2,2024-06-30,Graduated
10001436,Business Management and International Relations,3,2020/21,120,14.79,7.22,11.0,Third Class Honours,2022-06-30,Pending
10001437,Business Management and International Relations,1,2020/21,360,15.46,15.04,15.25,Upper Second Class Honours,2024-06-30,Graduated
10001438,Business Management and International Relations,1,2020/21,360,6.23,7.69,6.96,Fail,2024-06-30,Deferred
10001439,Business Management and International Relations,1,2020/21,360,20.03,19.74,19.89,First Class Honours,2024-06-30,Graduated
10001440,Business Management and International Relations,1,2020/21,360,11.21,11.6,11.41,Third Class Honours,2024-06-30,Graduated
10001441,Business Management and International Relations,1,2020/21,360,20.2,21.02,20.61,First Class Honours,2024-06-30,Graduated
10001442,Business Management and International Relations,3,2020/21,120,19.84,20.8,20.32,First Class Honours,2022-06-30,Graduated
10001443,Business Management and International Relations,2,2020/21,240,11.11,11.47,11.29,Third Class Honours,2023-06-30,Graduated
10001444,Business Management and International Relations,1,2020/21,360,11.43,11.6,11.52,Borderline 3rd/2.2,2024-06-30,Graduated
10001445,Business Management and International Relations,1,2020/21,360,10.39,11.04,10.72,Third Class Honours,2024-06-30,Graduated
10001446,Business Management and International Relations,1,2020/21,360,11.09,7.91,9.5,Third Class Honours,2024-06-30,Pending
10001447,Business Management and International Relations,1,2020/21,360,11.85,11.14,11.49,Third Class Honours,2024-06-30,Graduated
10001448,Business Management and International Relations,1,2020/21,360,14.82,15.41,15.12,Upper Second Class Honours,2024-06-30,Graduated
10001449,Business Management and International Relations,1,2020/21,360,20.47,20.4,20.43,First Class Honours,2024-06-30,Graduated
10001450,Business Management and International Relations,1,2020/21,360,15.41,14.11,14.76,Borderline 2.2/2.1,2024-06-30,Graduated
10001451,Business Management and International Relations,1,2020/21,360,11.93,10.99,11.46,Third Class Honours,2024-06-30,Graduated
10001452,Business Management and International Relations,1,2020/21,360,10.95,12.19,11.57,Borderline 3rd/2.2,2024-06-30,Graduated
10001455,Business Management and International Relations,1,2020/21,360,7.16,5.07,6.11,Fail,2024-06-30,Deferred
10001456,Business Management and International Relations,1,2020/21,360,10.58,11.27,10.93,Third Class Honours,2024-06-30,Graduated
10001457,Business Management and International Relations,1,2020/21,360,11.33,15.14,13.24,Lower Second Class Honours,2024-06-30,Graduated
10001458,Business Management and International Relations,1,2020/21,360,9.37,9.61,9.49,Third Class Honours,2024-06-30,Graduated
10001459,Business Management and International Relations,1,2020/21,360,14.42,15.03,14.72,Borderline 2.2/2.1,2024-06-30,Graduated
10001460,Business Management and International Relations,1,2020/21,360,10.08,10.58,10.33,Third Class Honours,2024-06-30,Graduated
10001462,Business Management and International Relations,1,2020/21,360,15.23,20.04,17.63,Borderline 2.1/1st,2024-06-30,Graduated
10001463,Business Management and International Relations,1,2020/21,360,11.23,8.28,9.75,Third Class Honours,2024-06-30,Pending
10001464,Business Management and International Relations,1,2020/21,360,15.03,15.9,15.46,Upper Second Class Honours,2024-06-30,Graduated
10001465,Business Management and International Relations,3,2020/21,120,11.74,10.57,11.16,Third Class Honours,2022-06-30,Graduated
10001466,Business Management and International Relations,1,2020/21,360,11.7,7.83,9.76,Third Class Honours,2024-06-30,Pending
10001467,Business Management and International Relations,1,2020/21,360,10.57,9.09,9.83,Third Class Honours,2024-06-30,Pending
10001468,Business Management and International Relations,1,2020/21,360,10.66,9.17,9.92,Third Class Honours,2024-06-30,Pending
10001469,Business Management and International Relations,1,2020/21,360,6.27,7.69,6.98,Fail,2024-06-30,Deferred
10001470,Business Management and International Relations,1,2020/21,360,8.53,11.35,9.94,Third Class Honours,2024-06-30,Graduated
10001471,Business Management and International Relations,1,2020/21,360,10.69,7.31,9.0,Third Class Honours,2024-06-30,Pending
10001472,Business Management and International Relations,1,2020/21,360,11.09,11.61,11.35,Third Class Honours,2024-06-30,Graduated
10001473,Business Management and International Relations,1,2020/21,360,20.0,19.38,19.69,First Class Honours,2024-06-30,Graduated
10001474,Business Management and International Relations,1,2020/21,360,6.32,6.62,6.47,Fail,2024-06-30,Deferred
10001475,Business Management and International Relations,1,2020/21,360,10.84,9.69,10.27,Third Class Honours,2024-06-30,Pending
10001476,Business Management and International Relations,1,2020/21,360,12.33,14.7,13.52,Lower Second Class Honours,2024-06-30,Graduated
10001477,Business Management and International Relations,1,2020/21,360,14.85,15.68,15.27,Upper Second Class Honours,2024-06-30,Graduated
10001478,Business Management and International Relations,1,2020/21,360,10.73,11.01,10.87,Third Class Honours,2024-06-30,Graduated
10001479,Business Management and International Relations,2,2020/21,240,14.75,14.81,14.78,Borderline 2.2/2.1,2023-06-30,Graduated
10001480,Business Management and International Relations,1,2020/21,360,16.93,15.33,16.13,Upper Second Class Honours,2024-06-30,Graduated
10001481,Business Management and International Relations,2,2020/21,240,20.58,19.82,20.2,First Class Honours,2023-06-30,Graduated
10001482,Business Management and International Relations,1,2020/21,360,5.74,4.03,4.88,Fail,2024-06-30,Deferred
10001483,Business Management and International Relations,1,2020/21,360,10.79,11.61,11.2,Third Class Honours,2024-06-30,Graduated
10001484,Business Management and International Relations,1,2020/21,360,15.03,14.78,14.9,Borderline 2.2/2.1,2024-06-30,Graduated
10001485,Business Management and International Relations,3,2020/21,120,20.29,20.01,20.15,First Class Honours,2022-06-30,Graduated
10001486,Business Management and International Relations,1,2020/21,360,10.22,13.2,11.71,Borderline 3rd/2.2,2024-06-30,Graduated
10001487,Business Management and International Relations,2,2020/21,240,20.34,19.51,19.92,First Class Honours,2023-06-30,Graduated
10001488,Business Management and International Relations,1,2020/21,360,11.56,12.84,12.2,Lower Second Class Honours,2024-06-30,Graduated
10001489,Business Management and International Relations,1,2020/21,360,14.51,14.71,14.61,Borderline 2.2/2.1,2024-06-30,Graduated
10001490,Business Management and International Relations,1,2020/21,360,11.52,14.96,13.24,Lower Second Class Honours,2024-06-30,Graduated
10001491,Business Management and International Relations,1,2020/21,360,14.23,14.64,14.43,Lower Second Class Honours,2024-06-30,Graduated
10001492,Business Management and International Relations,1,2020/21,360,15.51,15.39,15.45,Upper Second Class Honours,2024-06-30,Graduated
10001493,Business Management and International Relations,1,2020/21,360,10.35,10.23,10.29,Third Class Honours,2024-06-30,Graduated
10001494,Business Management and International Relations,3,2020/21,120,11.5,11.04,11.27,Third Class Honours,2022-06-30,Graduated
10001495,Business Management and International Relations,1,2020/21,360,11.81,11.54,11.68,Borderline 3rd/2.2,2024-06-30,Graduated
10001497,Business Management and International Relations,1,2020/21,360,20.07,19.93,20.0,First Class Honours,2024-06-30,Graduated
10001498,Business Management and International Relations,1,2020/21,360,15.04,14.5,14.77,Borderline 2.2/2.1,2024-06-30,Graduated
10001499,Business Management and International Relations,3,2020/21,120,11.76,11.06,11.41,Third Class Honours,2022-06-30,Graduated
10001501,Business Management and International Relations,1,2020/21,360,11.23,14.09,12.66,Lower Second Class Honours,2024-06-30,Graduated
10001502,Business Management and International Relations,1,2020/21,360,8.94,9.84,9.39,Third Class Honours,2024-06-30,Pending
10001503,Business Management and International Relations,2,2020/21,240,15.14,14.7,14.92,Borderline 2.2/2.1,2023-06-30,Graduated
10001504,Business Management and International Relations,1,2020/21,360,15.49,14.16,14.82,Borderline 2.2/2.1,2024-06-30,Graduated
10001505,Business Management and International Relations,1,2020/21,360,15.26,14.62,14.94,Borderline 2.2/2.1,2024-06-30,Graduated
10001506,Business Management and International Relations,1,2020/21,360,12.39,11.76,12.08,Lower Second Class Honours,2024-06-30,Graduated
10001507,Business Management and International Relations,1,2020/21,360,20.03,19.87,19.95,First Class Honours,2024-06-30,Graduated
10001508,Business Management and International Relations,2,2020/21,240,15.7,14.52,15.11,Upper Second Class Honours,2023-06-30,Graduated
10001509,Business Management and International Relations,1,2020/21,360,15.59,16.5,16.04,Upper Second Class Honours,2024-06-30,Graduated
10001510,Business Management and International Relations,3,2020/21,120,9.69,10.55,10.12,Third Class Honours,2022-06-30,Graduated
10001512,Business Management and International Relations,1,2020/21,360,9.27,11.69,10.48,Third Class Honours,2024-06-30,Graduated
10001513,Business Management and International Relations,3,2020/21,120,20.12,19.86,19.99,First Class Honours,2022-06-30,Graduated
10001514,Business Management and International Relations,2,2020/21,240,14.49,14.54,14.52,Borderline 2.2/2.1,2023-06-30,Graduated
10001515,Business Management and International Relations,1,2020/21,360,10.83,12.48,11.66,Borderline 3rd/2.2,2024-06-30,Graduated
10001517,Business Management and International Relations,3,2020/21,120,14.39,13.86,14.12,Lower Second Class Honours,2022-06-30,Graduated
10001519,Business Management and International Relations,1,2020/21,360,19.8,20.17,19.99,First Class Honours,2024-06-30,Graduated
10001521,Business Management and International Relations,1,2020/21,360,12.0,15.48,13.74,Lower Second Class Honours,2024-06-30,Graduated
10001522,Business Management and International Relations,1,2020/21,360,20.14,20.58,20.36,First Class Honours,2024-06-30,Graduated
10001523,Business Management and International Relations,1,2020/21,360,10.97,10.6,10.78,Third Class Honours,2024-06-30,Graduated
10001525,Business Management and International Relations,1,2020/21,360,15.43,14.2,14.81,Borderline 2.2/2.1,2024-06-30,Graduated
10001526,Business Management and International Relations,1,2020/21,360,10.1,13.24,11.67,Borderline 3rd/2.2,2024-06-30,Graduated
10001527,Business Management and International Relations,2,2020/21,240,7.21,11.86,9.54,Third Class Honours,2023-06-30,Graduated
10001530,Business Management and International Relations,1,2020/21,360,19.56,15.06,17.31,Upper Second Class Honours,2024-06-30,Pending
10001531,Business Management and International Relations,1,2020/21,360,5.33,7.35,6.34,Fail,2024-06-30,Deferred
10001532,Business Management and International Relations,3,2020/21,120,20.12,20.26,20.19,First Class Honours,2022-06-30,Graduated
10001533,Business Management and International Relations,3,2020/21,120,20.06,15.35,17.7,Borderline 2.1/1st,2022-06-30,Pending
10001534,Business Management and International Relations,1,2020/21,360,6.37,5.42,5.89,Fail,2024-06-30,Deferred
10001535,Business Management and International Relations,2,2020/21,240,8.77,4.5,6.64,Fail,2023-06-30,Deferred
10001536,Business Management and International Relations,1,2020/21,360,10.58,6.92,8.75,Borderline Fail/3rd,2024-06-30,Pending
10001537,Business Management and International Relations,1,2020/21,360,10.97,9.91,10.44,Third Class Honours,2024-06-30,Graduated
10001538,Business Management and International Relations,1,2020/21,360,10.73,10.73,10.73,Third Class Honours,2024-06-30,Graduated
10001539,Business Management and International Relations,3,2020/21,120,15.22,15.19,15.2,Upper Second Class Honours,2022-06-30,Graduated
10001540,Business Management and International Relations,1,2020/21,360,20.9,19.56,20.23,First Class Honours,2024-06-30,Graduated
10001542,Business Management and International Relations,1,2020/21,360,15.48,15.13,15.31,Upper Second Class Honours,2024-06-30,Graduated
10001543,Business Management and International Relations,1,2020/21,360,9.88,10.74,10.31,Third Class Honours,2024-06-30,Graduated
10001545,Business Management and International Relations,1,2020/21,360,10.68,8.17,9.43,Third Class Honours,2024-06-30,Pending
10001548,Business Management and International Relations,1,2020/21,360,11.32,7.89,9.61,Third Class Honours,2024-06-30,Pending
10001549,Business Management and International Relations,1,2020/21,360,14.14,15.24,14.69,Borderline 2.2/2.1,2024-06-30,Graduated
10001550,Business Management and International Relations,3,2020/21,120,7.75,12.38,10.07,Third Class Honours,2022-06-30,Graduated
10001551,Business Management and International Relations,1,2020/21,360,11.84,10.89,11.37,Third Class Honours,2024-06-30,Graduated
10001552,Business Management and International Relations,3,2020/21,120,11.25,14.82,13.03,Lower Second Class Honours,2022-06-30,Graduated
10001553,Business Management and International Relations,1,2020/21,360,15.06,11.66,13.36,Lower Second Class Honours,2024-06-30,Pending
10001554,Business Management and International Relations,1,2020/21,360,15.0,16.07,15.53,Upper Second Class Honours,2024-06-30,Graduated
10001555,Business Management and International Relations,1,2020/21,360,14.09,15.14,14.61,Borderline 2.2/2.1,2024-06-30,Graduated
10001556,Business Management and International Relations,1,2020/21,360,15.3,14.81,15.06,Upper Second Class Honours,2024-06-30,Graduated
10001557,Business Management and International Relations,1,2020/21,360,9.22,11.01,10.12,Third Class Honours,2024-06-30,Graduated
10001558,Business Management and Information Systems,1,2020/21,360,17.33,19.55,18.44,First Class Honours,2024-06-30,Graduated
10001559,Business Management and Information Systems,1,2020/21,360,11.22,10.95,11.09,Third Class Honours,2024-06-30,Graduated
10001560,Business Management and Information Systems,1,2020/21,360,3.79,4.54,4.16,Fail,2024-06-30,Deferred
10001561,Business Management and Information Systems,2,2020/21,240,11.23,13.9,12.56,Lower Second Class Honours,2023-06-30,Graduated
10001562,Business Management and Information Systems,3,2020/21,120,11.29,11.15,11.22,Third Class Honours,2022-06-30,Graduated
10001563,Business Management and Information Systems,1,2020/21,360,10.55,11.14,10.84,Third Class Honours,2024-06-30,Graduated
10001564,Business Management and Information Systems,1,2020/21,360,8.6,10.33,9.47,Third Class Honours,2024-06-30,Pending
10001565,Business Management and Information Systems,1,2020/21,360,15.61,14.37,14.99,Borderline 2.2/2.1,2024-06-30,Graduated
10001566,Business Management and Information Systems,3,2020/21,120,20.66,20.15,20.4,First Class Honours,2022-06-30,Graduated
10001567,Business Management and Information Systems,1,2020/21,360,14.87,15.57,15.22,Upper Second Class Honours,2024-06-30,Graduated
10001568,Business Management and Information Systems,1,2020/21,360,10.78,10.96,10.87,Third Class Honours,2024-06-30,Graduated
10001569,Business Management and Information Systems,1,2020/21,360,10.04,11.08,10.56,Third Class Honours,2024-06-30,Graduated
10001570,Business Management and Information Systems,1,2020/21,360,7.96,9.94,8.95,Borderline Fail/3rd,2024-06-30,Graduated
10001571,Business Management and Information Systems,1,2020/21,360,14.82,14.51,14.66,Borderline 2.2/2.1,2024-06-30,Graduated
10001572,Business Management and Information Systems,1,2020/21,360,10.4,11.15,10.77,Third Class Honours,2024-06-30,Graduated
10001573,Business Management and Information Systems,1,2020/21,360,15.01,14.7,14.85,Borderline 2.2/2.1,2024-06-30,Graduated
10001574,Business Management and Information Systems,1,2020/21,360,11.2,11.59,11.4,Third Class Honours,2024-06-30,Graduated
10001575,Business Management and Information Systems,3,2020/21,120,8.83,9.94,9.38,Third Class Honours,2022-06-30,Pending
10001576,Business Management and Information Systems,1,2020/21,360,15.91,15.19,15.55,Upper Second Class Honours,2024-06-30,Graduated
10001577,Business Management and Information Systems,3,2020/21,120,5.31,7.53,6.42,Fail,2022-06-30,Deferred
10001578,Business Management and Information Systems,1,2020/21,360,9.78,9.13,9.46,Third Class Honours,2024-06-30,Pending
10001579,Business Management and Information Systems,3,2020/21,120,9.75,9.28,9.51,Third Class Honours,2022-06-30,Graduated
10001580,Business Management and Information Systems,1,2020/21,360,8.35,10.49,9.42,Third Class Honours,2024-06-30,Pending
10001581,Business Management and Information Systems,1,2020/21,360,6.08,4.32,5.2,Fail,2024-06-30,Deferred
10001582,Business Management and Information Systems,3,2020/21,120,12.33,9.42,10.87,Third Class Honours,2022-06-30,Graduated
10001583,Business Management and Information Systems,3,2020/21,120,15.65,14.84,15.25,Upper Second Class Honours,2022-06-30,Graduated
10001584,Business Management and Information Systems,3,2020/21,120,20.02,19.8,19.91,First Class Honours,2022-06-30,Graduated
10001585,Business Management and Information Systems,1,2020/21,360,15.81,15.28,15.55,Upper Second Class Honours,2024-06-30,Graduated
10001586,Business Management and Information Systems,3,2020/21,120,13.05,14.32,13.68,Lower Second Class Honours,2022-06-30,Graduated
10001588,Business Management and Information Systems,1,2020/21,360,17.26,17.28,17.27,Upper Second Class Honours,2024-06-30,Pending
10001589,Business Management and Information Systems,1,2020/21,360,10.51,11.95,11.23,Third Class Honours,2024-06-30,Graduated
10001590,Business Management and Information Systems,1,2020/21,360,14.75,14.42,14.59,Borderline 2.2/2.1,2024-06-30,Graduated
10001591,Business Management and Information Systems,1,2020/21,360,15.05,14.9,14.98,Borderline 2.2/2.1,2024-06-30,Graduated
10001592,Business Management and Information Systems,3,2020/21,120,15.3,20.41,17.86,Borderline 2.1/1st,2022-06-30,Graduated
10001593,Business Management and Information Systems,3,2020/21,120,10.41,9.65,10.03,Third Class Honours,2022-06-30,Graduated
10001594,Business Management and Information Systems,1,2020/21,360,17.87,20.41,19.14,First Class Honours,2024-06-30,Graduated
10001596,Business Management and Information Systems,1,2020/21,360,6.53,6.38,6.46,Fail,2024-06-30,Deferred
10001597,Business Management and Information Systems,1,2020/21,360,10.54,12.22,11.38,Third Class Honours,2024-06-30,Graduated
10001598,Business Management and Information Systems,1,2020/21,360,10.18,10.31,10.24,Third Class Honours,2024-06-30,Graduated
10001599,Business Management and Information Systems,3,2020/21,120,14.89,15.21,15.05,Upper Second Class Honours,2022-06-30,Graduated
10001600,Business Management and Information Systems,1,2020/21,360,9.71,11.68,10.69,Third Class Honours,2024-06-30,Graduated
10001601,Business Management and Information Systems,1,2020/21,360,10.88,11.14,11.01,Third Class Honours,2024-06-30,Graduated
10001602,Business Management and Information Systems,1,2020/21,360,6.24,5.97,6.11,Fail,2024-06-30,Deferred
10001603,Business Management and Information Systems,3,2020/21,120,14.5,15.52,15.01,Upper Second Class Honours,2022-06-30,Graduated
10001604,Business Management and Information Systems,1,2020/21,360,11.28,10.58,10.93,Third Class Honours,2024-06-30,Graduated
10001605,Business Management and Information Systems,1,2020/21,360,10.83,12.33,11.58,Borderline 3rd/2.2,2024-06-30,Graduated
10001606,Business Management and Information Systems,3,2020/21,120,9.48,14.39,11.94,Borderline 3rd/2.2,2022-06-30,Graduated
10001607,Business Management and Information Systems,1,2020/21,360,15.45,15.9,15.67,Upper Second Class Honours,2024-06-30,Graduated
10001608,Business Management and Information Systems,1,2020/21,360,16.12,10.81,13.47,Lower Second Class Honours,2024-06-30,Pending
10001609,Business Management and Information Systems,1,2020/21,360,20.61,20.15,20.38,First Class Honours,2024-06-30,Graduated
10001610,Business Management and Information Systems,1,2020/21,360,20.31,17.64,18.98,First Class Honours,2024-06-30,Pending
10001612,Business Management and Information Systems,1,2020/21,360,14.66,15.27,14.97,Borderline 2.2/2.1,2024-06-30,Graduated
10001613,Business Management and Information Systems,1,2020/21,360,10.91,7.11,9.01,Third Class Honours,2024-06-30,Pending
10001614,Business Management and Information Systems,1,2020/21,360,10.65,11.01,10.83,Third Class Honours,2024-06-30,Graduated
10001615,Business Management and Information Systems,1,2020/21,360,11.35,15.35,13.35,Lower Second Class Honours,2024-06-30,Graduated
10001616,Business Management and Information Systems,3,2020/21,120,13.2,15.14,14.17,Lower Second Class Honours,2022-06-30,Graduated
10001617,Business Management and Information Systems,1,2020/21,360,13.42,14.27,13.84,Lower Second Class Honours,2024-06-30,Graduated
10001618,Business Management and Information Systems,1,2020/21,360,13.21,10.88,12.04,Lower Second Class Honours,2024-06-30,Pending
10001620,Business Management and Information Systems,2,2020/21,240,14.39,15.58,14.99,Borderline 2.2/2.1,2023-06-30,Graduated
10001621,Business Management and Information Systems,1,2020/21,360,15.71,14.65,15.18,Upper Second Class Honours,2024-06-30,Graduated
10001622,Business Management and Information Systems,1,2020/21,360,15.52,14.65,15.09,Upper Second Class Honours,2024-06-30,Graduated
10001623,Business Management and Information Systems,1,2020/21,360,14.52,15.01,14.76,Borderline 2.2/2.1,2024-06-30,Graduated
10001624,Business Management and Information Systems,1,2020/21,360,15.79,14.45,15.12,Upper Second Class Honours,2024-06-30,Graduated
10001625,Business Management and Information Systems,1,2020/21,360,11.73,10.04,10.89,Third Class Honours,2024-06-30,Graduated
10001626,Business Management and Information Systems,1,2020/21,360,11.92,8.48,10.2,Third Class Honours,2024-06-30,Pending
10001627,Business Management and Information Systems,1,2020/21,360,11.06,8.18,9.62,Third Class Honours,2024-06-30,Pending
10001628,Business Management and Information Systems,1,2020/21,360,14.6,20.2,17.4,Upper Second Class Honours,2024-06-30,Graduated
10001629,Business Management and Information Systems,3,2020/21,120,20.04,20.66,20.35,First Class Honours,2022-06-30,Graduated
10001631,Business Management and Information Systems,1,2020/21,360,14.7,15.48,15.09,Upper Second Class Honours,2024-06-30,Graduated
10001632,Business Management and Information Systems,1,2020/21,360,9.54,7.73,8.63,Borderline Fail/3rd,2024-06-30,Pending
10001633,Business Management and Information Systems,1,2020/21,360,13.12,11.38,12.25,Lower Second Class Honours,2024-06-30,Graduated
10001634,Business Management and Information Systems,1,2020/21,360,6.77,5.42,6.09,Fail,2024-06-30,Deferred
10001635,Business Management and Information Systems,3,2020/21,120,7.47,5.29,6.38,Fail,2022-06-30,Deferred
10001636,Business Management and Information Systems,3,2020/21,120,15.86,15.14,15.5,Upper Second Class Honours,2022-06-30,Graduated
10001637,Business Management and Information Systems,3,2020/21,120,11.06,10.18,10.62,Third Class Honours,2022-06-30,Graduated
10001638,Business Management and Information Systems,1,2020/21,360,19.97,19.97,19.97,First Class Honours,2024-06-30,Graduated
10001639,Business Management and Information Systems,1,2020/21,360,14.19,14.66,14.42,Lower Second Class Honours,2024-06-30,Graduated
10001640,Business Management and Information Systems,3,2020/21,120,5.21,6.46,5.83,Fail,2022-06-30,Deferred
10001641,Business Management and Information Systems,1,2020/21,360,10.62,10.89,10.76,Third Class Honours,2024-06-30,Graduated
10001642,Business Management and Information Systems,2,2020/21,240,15.46,15.36,15.41,Upper Second Class Honours,2023-06-30,Graduated
