Academic_Year,Semester,Course_Code,Student_ID,Course_Grade_Point,Overall_Grade,Warning
2021-22,Sem3_Resit,B2006,10001455,3.4499999999999997,F3,
2021-22,Sem3_Resit,B2006,10001456,10.165999999999999,D2,
2021-22,Sem3_Resit,B2006,10001469,12.4545,C3,
2021-22,Sem3_Resit,B2006,10001470,10.12,D2,
2021-22,Sem3_Resit,B2006,10001474,9.245999999999999,D3,
2021-22,Sem3_Resit,B2006,10001482,12.5235,C3,
2021-22,Sem3_Resit,B2006,10001495,13.6045,C2,
2021-22,Sem3_Resit,B2006,10001500,9.2115,D3,
2021-22,Sem3_Resit,B2006,10001515,12.4545,C3,
2021-22,Sem3_Resit,B2006,10001531,4.784,F2,
2021-22,Sem3_Resit,B2006,10001534,12.592499999999998,C3,
2021-22,Sem3_Resit,B2006,10001536,10.395999999999999,D2,
2021-22,Sem3_Resit,B2006,10001546,11.143499999999998,D1,
2021-22,Sem3_Resit,B2006,10001548,12.569499999999998,C3,
2021-22,Sem3_Resit,B2006,10001559,11.971499999999999,D1,
2021-22,Sem3_Resit,B2006,10001560,12.615499999999999,C3,
2021-22,Sem3_Resit,B2006,10001564,8.7515,E1,
2021-22,Sem3_Resit,B2006,10001581,11.258499999999998,D1,
2021-22,Sem3_Resit,B2006,10001595,7.727999999999999,E2,
2021-22,Sem3_Resit,B2006,10001596,4.910499999999999,F2,
2021-22,Sem3_Resit,B2006,10001602,2.9555,G1,
2021-22,Sem3_Resit,B2006,10001613,11.603499999999999,D1,
2021-22,Sem3_Resit,B2006,10001614,10.235,D2,
2021-22,Sem3_Resit,B2006,10001634,11.8105,D1,
2021-22,Sem3_Resit,B2006,10001647,12.144,C3,
2021-22,Sem3_Resit,B2006,10001654,12.5235,C3,
2021-22,Sem3_Resit,B2006,10001660,7.819999999999999,E2,
2021-22,Sem3_Resit,B2006,10001669,6.0375,E3,
2021-22,Sem3_Resit,B2007,10001983,13.202,C2,
2021-22,Sem3_Resit,B2007,10001998,5.635,F1,
2021-22,Sem3_Resit,B2007,10002002,7.014999999999999,E2,
2021-22,Sem3_Resit,B2007,10002026,6.7965,E3,
2021-22,Sem3_Resit,B2007,10002043,13.2135,C2,
2021-22,Sem3_Resit,B2007,10002058,13.730999999999998,C2,
2021-22,Sem3_Resit,B2007,10002067,11.661,D1,
2021-22,Sem3_Resit,B2007,10002084,6.624,E3,
2021-22,Sem3_Resit,B2007,10002115,6.3134999999999994,E3,
2021-22,Sem3_Resit,B2007,10002157,13.052499999999998,C2,
2021-22,Sem3_Resit,B2007,10002241,4.4505,F2,
2021-22,Sem3_Resit,B2007,10002242,12.247499999999999,C3,
2021-22,Sem3_Resit,B2007,10002247,9.8325,D3,
2021-22,Sem3_Resit,B2007,10002254,16.0655,B2,
2021-22,Sem3_Resit,B2007,10001225,10.959499999999998,D2,
2021-22,Sem3_Resit,B2007,10001232,3.3005,F3,
2021-22,Sem3_Resit,B2007,10001248,2.2194999999999996,G1,
2021-22,Sem3_Resit,B2007,10001262,12.0865,C3,
2021-22,Sem3_Resit,B2007,10001270,10.695,D2,
2021-22,Sem3_Resit,B2007,10001271,10.4075,D2,
2021-22,Sem3_Resit,B2007,10001283,6.152499999999999,E3,
2021-22,Sem3_Resit,B2007,10001285,6.577999999999999,E3,
2021-22,Sem3_Resit,B2007,10001294,9.7405,D3,
2021-22,Sem3_Resit,B2007,10001296,6.7505,E3,
2021-22,Sem3_Resit,B2007,10001297,6.279,E3,
2021-22,Sem3_Resit,B2007,10001300,7.843,E2,
2021-22,Sem3_Resit,B2007,10001311,4.8415,F2,
2021-22,Sem3_Resit,B2007,10001317,7.624499999999999,E2,
2021-22,Sem3_Resit,B2007,10001321,0.9889999999999999,G2,
2021-22,Sem3_Resit,B2007,10001329,6.462999999999999,E3,
2021-22,Sem3_Resit,B2007,10001332,15.559499999999998,B3,
2021-22,Sem3_Resit,B2007,10001342,6.9345,E3,
2021-22,Sem3_Resit,B2007,10001346,3.3349999999999995,F3,
2021-22,Sem3_Resit,B2007,10001349,13.270999999999997,C2,
2021-22,Sem3_Resit,B2007,10001351,7.877499999999999,E2,
2021-22,Sem3_Resit,B2007,10001373,9.292,D3,
2021-22,Sem3_Resit,B2007,10001375,10.280999999999999,D2,
2021-22,Sem3_Resit,B2007,10001396,6.4515,E3,
2021-22,Sem3_Resit,B2007,10001399,6.164,E3,
2021-22,Sem3_Resit,B2007,10001408,4.5885,F2,
2021-22,Sem3_Resit,B2007,10001417,7.704999999999999,E2,
2021-22,Sem3_Resit,B2007,10001422,11.086,D1,
2021-22,Sem3_Resit,B2007,10001423,8.51,E1,
2021-22,Sem3_Resit,B2007,10001438,8.199499999999999,E1,
2021-22,Sem3_Resit,B2007,10001453,7.210499999999999,E2,
2021-22,Sem3_Resit,B2007,10001455,9.844,D3,
2021-22,Sem3_Resit,B2007,10001468,11.5,D1,
2021-22,Sem3_Resit,B2007,10001469,7.6475,E2,
2021-22,Sem3_Resit,B2007,10001474,8.072999999999999,E1,
2021-22,Sem3_Resit,B2007,10001482,7.371499999999999,E2,
2021-22,Sem3_Resit,B2007,10001493,14.2945,C1,
2021-22,Sem3_Resit,B2007,10001529,12.8455,C3,
2021-22,Sem3_Resit,B2007,10001531,6.7505,E3,
2021-22,Sem3_Resit,B2007,10001534,4.646,F2,
2021-22,Sem3_Resit,B2007,10001537,15.248999999999999,B3,
2021-22,Sem3_Resit,B2007,10001560,3.9215,F3,
2021-22,Sem3_Resit,B2007,10001581,8.981499999999999,E1,
2021-22,Sem3_Resit,B2007,10001595,10.7065,D2,
2021-22,Sem3_Resit,B2007,10001596,9.2,D3,
2021-22,Sem3_Resit,B2007,10001602,2.6565,G1,
2021-22,Sem3_Resit,B2007,10001634,0.22999999999999998,G3,
2021-22,Sem3_Resit,B2007,10001644,6.5089999999999995,E3,
2021-22,Sem3_Resit,B2007,10001653,15.1915,B3,
2021-22,Sem3_Resit,B2009,10001998,10.0395,D2,
2021-22,Sem3_Resit,B2009,10002002,11.051499999999999,D1,
2021-22,Sem3_Resit,B2009,10002003,9.487499999999999,D3,
2021-22,Sem3_Resit,B2009,10002026,4.0249999999999995,F2,
2021-22,Sem3_Resit,B2009,10001317,11.051499999999999,D1,
2021-22,Sem3_Resit,B2009,10001321,4.8415,F2,
2021-22,Sem3_Resit,B2009,10001329,5.531499999999999,F1,
2021-22,Sem3_Resit,B2009,10001332,10.741,D2,
2021-22,Sem3_Resit,B2009,10001342,8.1075,E1,
2021-22,Sem3_Resit,B2009,10001346,5.956999999999999,F1,
2021-22,Sem3_Resit,B2009,10001351,2.576,G1,
2021-22,Sem3_Resit,B2009,10001359,11.902499999999998,D1,
2021-22,Sem3_Resit,B2009,10001375,1.5984999999999998,G1,
2021-22,Sem3_Resit,B2009,10001396,8.854999999999999,E1,
2021-22,Sem3_Resit,B2009,10001402,4.669,F2,
2021-22,Sem3_Resit,B2009,10001406,14.466999999999999,C1,
2021-22,Sem3_Resit,B2009,10001408,7.543999999999999,E2,
2021-22,Sem3_Resit,B2009,10001417,7.1645,E2,
2021-22,Sem3_Resit,B2009,10001422,15.110999999999999,B3,
2021-22,Sem3_Resit,B2009,10001423,1.518,G1,
2021-22,Sem3_Resit,B2009,10001424,12.903,C3,
2021-22,Sem3_Resit,B2501,10001918,10.188999999999998,D2,
2021-22,Sem3_Resit,B2501,10001983,13.5815,C2,
2021-22,Sem3_Resit,B2501,10002002,10.165999999999999,D2,
2021-22,Sem3_Resit,B2501,10002026,4.255,F2,
2021-22,Sem3_Resit,B2501,10002040,12.857,C3,
2021-22,Sem3_Resit,B2501,10001225,3.9215,F3,
2021-22,Sem3_Resit,B2501,10001232,5.473999999999999,F1,
2021-22,Sem3_Resit,B2501,10001259,7.4864999999999995,E2,
2021-22,Sem3_Resit,B2501,10001285,4.048,F2,
2021-22,Sem3_Resit,B2501,10001294,12.247499999999999,C3,
2021-22,Sem3_Resit,B2501,10001296,6.911499999999999,E3,
2021-22,Sem3_Resit,B2501,10001297,4.4159999999999995,F2,
2021-22,Sem3_Resit,B2501,10001299,6.474499999999999,E3,
2021-22,Sem3_Resit,B2501,10001300,8.165,E1,
2021-22,Sem3_Resit,B2501,10001311,5.543,F1,
2021-22,Sem3_Resit,B2501,10001321,6.026,E3,
2021-22,Sem3_Resit,B2501,10001329,9.2115,D3,
2021-22,Sem3_Resit,B2501,10001342,5.635,F1,
2021-22,Sem3_Resit,B2501,10001346,9.510499999999999,D3,
2021-22,Sem3_Resit,B2501,10001351,8.004,E1,
2021-22,Sem3_Resit,B2501,10001365,13.339999999999998,C2,
2021-22,Sem3_Resit,B2501,10001375,6.3595,E3,
2021-22,Sem3_Resit,B2501,10001396,5.140499999999999,F1,
2021-22,Sem3_Resit,B2501,10001399,6.5665,E3,
2021-22,Sem3_Resit,B2501,10001402,5.0714999999999995,F1,
2021-22,Sem3_Resit,B2501,10001408,7.578499999999999,E2,
2021-22,Sem3_Resit,B2501,10001417,6.106499999999999,E3,
2021-22,Sem3_Resit,B2501,10001424,12.258999999999999,C3,
2021-22,Sem3_Resit,B2502,10001949,9.0505,D3,
2021-22,Sem3_Resit,B2502,10001225,7.923499999999999,E2,
2021-22,Sem3_Resit,B2502,10001232,5.175,F1,
2021-22,Sem3_Resit,B2502,10001259,5.335999999999999,F1,
2021-22,Sem3_Resit,B2502,10001266,13.2135,C2,
2021-22,Sem3_Resit,B2502,10001271,7.359999999999999,E2,
2021-22,Sem3_Resit,B2502,10001283,8.924,E1,
2021-22,Sem3_Resit,B2502,10001285,5.945499999999999,F1,
2021-22,Sem3_Resit,B2502,10001294,8.395,E1,
2021-22,Sem3_Resit,B2502,10001296,8.210999999999999,E1,
2021-22,Sem3_Resit,B2502,10001299,6.152499999999999,E3,
2021-22,Sem3_Resit,B2502,10001300,5.761499999999999,F1,
2021-22,Sem3_Resit,B2502,10001305,13.052499999999998,C2,
2021-22,Sem3_Resit,B2502,10001311,6.773499999999999,E3,
2021-22,Sem3_Resit,B2503,10001219,11.177999999999999,D1,
2021-22,Sem3_Resit,B2503,10001225,5.681,F1,
2021-22,Sem3_Resit,B2503,10001232,6.002999999999999,E3,
2021-22,Sem3_Resit,B2503,10001248,10.200499999999998,D2,
2021-22,Sem3_Resit,B2503,10001259,8.210999999999999,E1,
2021-22,Sem3_Resit,B2503,10001262,13.684999999999999,C2,
2021-22,Sem3_Resit,B2503,10001264,11.580499999999999,D1,
2021-22,Sem3_Resit,B2503,10001282,10.7525,D2,
2021-22,Sem3_Resit,B2503,10001283,9.683,D3,
2021-22,Sem3_Resit,B2503,10001285,2.8405,G1,
2021-22,Sem3_Resit,B2503,10001288,14.306,C1,
2021-22,Sem3_Resit,B2503,10001294,1.1844999999999999,G1,
2021-22,Sem3_Resit,B2503,10001296,3.2889999999999997,F3,
2021-22,Sem3_Resit,B2503,10001297,5.911,F1,
2021-22,Sem3_Resit,B2503,10001299,10.441999999999998,D2,
2021-22,Sem3_Resit,B2503,10001300,8.6825,E1,
2021-22,Sem3_Resit,B2503,10001311,11.223999999999998,D1,
2021-22,Sem3_Resit,B2504,10001998,10.879,D2,
2021-22,Sem3_Resit,B2504,10002002,11.051499999999999,D1,
2021-22,Sem3_Resit,B2504,10002067,5.9685,F1,
2021-22,Sem3_Resit,B2504,10002084,3.1165,F3,
2021-22,Sem3_Resit,B2504,10002115,4.9334999999999996,F2,
2021-22,Sem3_Resit,B2504,10002147,15.179999999999998,B3,
2021-22,Sem3_Resit,B2504,10002165,12.512,C3,
2021-22,Sem3_Resit,B2504,10002227,10.7985,D2,
2021-22,Sem3_Resit,B2504,10002241,6.555,E3,
2021-22,Sem3_Resit,B2504,10001225,7.475,E2,
2021-22,Sem3_Resit,B2504,10001232,11.545999999999998,D1,
2021-22,Sem3_Resit,B2504,10001248,8.556,E1,
2021-22,Sem3_Resit,B2504,10001259,7.210499999999999,E2,
2021-22,Sem3_Resit,B2504,10001271,8.234,E1,
2021-22,Sem3_Resit,B2504,10001275,12.879999999999999,C3,
2021-22,Sem3_Resit,B2504,10001283,5.611999999999999,F1,
2021-22,Sem3_Resit,B2504,10001285,6.3595,E3,
2021-22,Sem3_Resit,B2504,10001286,10.649,D2,
2021-22,Sem3_Resit,B2504,10001294,8.28,E1,
2021-22,Sem3_Resit,B2504,10001296,8.360499999999998,E1,
2021-22,Sem3_Resit,B2504,10001297,2.576,G1,
2021-22,Sem3_Resit,B2504,10001299,10.373,D2,
2021-22,Sem3_Resit,B2504,10001317,9.3035,D3,
2021-22,Sem3_Resit,B2504,10001321,8.395,E1,
2021-22,Sem3_Resit,B2504,10001329,8.786,E1,
2021-22,Sem3_Resit,B2504,10001333,12.8225,C3,
2021-22,Sem3_Resit,B2504,10001342,9.3035,D3,
2021-22,Sem3_Resit,B2504,10001351,8.440999999999999,E1,
2021-22,Sem3_Resit,B2504,10001373,5.888,F1,
2021-22,Sem3_Resit,B2504,10001375,8.061499999999999,E1,
2021-22,Sem3_Resit,B2504,10001392,13.270999999999997,C2,
2021-22,Sem3_Resit,B2504,10001396,4.4735,F2,
2021-22,Sem3_Resit,B2504,10001399,7.4864999999999995,E2,
2021-22,Sem3_Resit,B2504,10001402,11.2815,D1,
2021-22,Sem3_Resit,B2504,10001408,7.969499999999999,E2,
2021-22,Sem3_Resit,B2504,10001417,5.727,F1,
2021-22,Sem3_Resit,B2504,10001418,13.0985,C2,
2021-22,Sem3_Resit,B2504,10001435,13.316999999999998,C2,
2021-22,Sem3_Resit,B2504,10001438,3.0934999999999997,F3,
2021-22,Sem3_Resit,B2504,10001444,11.776,D1,
2021-22,Sem3_Resit,B2504,10001453,7.337,E2,
2021-22,Sem3_Resit,B2504,10001454,14.179499999999999,C1,
2021-22,Sem3_Resit,B2504,10001455,9.901499999999999,D3,
2021-22,Sem3_Resit,B2504,10001466,13.5815,C2,
2021-22,Sem3_Resit,B2504,10001474,5.566,F1,
2021-22,Sem3_Resit,B2504,10001482,9.027499999999998,D3,
2021-22,Sem3_Resit,B2504,10001483,13.0985,C2,
2021-22,Sem3_Resit,B2504,10001500,13.7655,C2,
2021-22,Sem3_Resit,B2504,10001502,11.27,D1,
2021-22,Sem3_Resit,B2504,10001515,12.0405,C3,
2021-22,Sem3_Resit,B2504,10001531,4.7265,F2,
2021-22,Sem3_Resit,B2504,10001534,3.3005,F3,
2021-22,Sem3_Resit,B2504,10001538,14.029999999999998,C1,
2021-22,Sem3_Resit,B2504,10001546,2.231,G1,
2021-22,Sem3_Resit,B2504,10001560,9.8555,D3,
2021-22,Sem3_Resit,B2504,10001595,7.0264999999999995,E2,
2021-22,Sem3_Resit,B2504,10001596,4.6805,F2,
2021-22,Sem3_Resit,B2504,10001600,13.822999999999999,C2,
2021-22,Sem3_Resit,B2504,10001602,8.831999999999999,E1,
2021-22,Sem3_Resit,B2504,10001632,13.627499999999998,C2,
2021-22,Sem3_Resit,B2504,10001649,16.8245,B2,
2021-22,Sem3_Resit,B2504,10001653,13.593,C2,
2021-22,Sem3_Resit,B2504,10001660,11.166500000000001,D1,
2021-22,Sem3_Resit,B2504,10001669,7.003499999999999,E2,
2021-22,Sem3_Resit,B2504,10001672,10.832999999999998,D2,
2021-22,Sem3_Resit,B2504,10001682,12.167,C3,
2021-22,Sem3_Resit,B2504,10001688,10.4075,D2,
2021-22,Sem3_Resit,B2505,10001983,9.027499999999998,D3,
2021-22,Sem3_Resit,B2505,10001998,4.278,F2,
2021-22,Sem3_Resit,B2505,10002002,7.4635,E2,
2021-22,Sem3_Resit,B2505,10002026,10.395999999999999,D2,
2021-22,Sem3_Resit,B2505,10002165,12.741999999999999,C3,
2021-22,Sem3_Resit,B2505,10002241,10.902,D2,
2021-22,Sem3_Resit,B2505,10001317,13.11,C2,
2021-22,Sem3_Resit,B2505,10001321,10.994,D2,
2021-22,Sem3_Resit,B2505,10001329,3.5304999999999995,F3,
2021-22,Sem3_Resit,B2505,10001342,7.382999999999999,E2,
2021-22,Sem3_Resit,B2505,10001346,3.7834999999999996,F3,
2021-22,Sem3_Resit,B2505,10001351,4.209,F2,
2021-22,Sem3_Resit,B2505,10001375,0.6669999999999999,G2,
2021-22,Sem3_Resit,B2505,10001396,3.7375,F3,
2021-22,Sem3_Resit,B2505,10001399,4.8645000000000005,F2,
2021-22,Sem3_Resit,B2505,10001408,7.957999999999999,E2,
2021-22,Sem3_Resit,B2505,10001417,7.0954999999999995,E2,
2021-22,Sem3_Resit,B2505,10001423,8.3145,E1,
2021-22,Sem3_Resit,B2505,10001424,11.0055,D1,
2021-22,Sem3_Resit,B2505,10001559,14.95,C1,
2021-22,Sem3_Resit,B2505,10001560,10.4305,D2,
2021-22,Sem3_Resit,B2505,10001563,13.305499999999999,C2,
2021-22,Sem3_Resit,B2505,10001581,5.037,F1,
2021-22,Sem3_Resit,B2505,10001595,2.1965,G1,
2021-22,Sem3_Resit,B2505,10001602,6.7965,E3,
2021-22,Sem3_Resit,B2505,10001627,13.788499999999999,C2,
2021-22,Sem3_Resit,B2505,10001632,14.708499999999997,C1,
2021-22,Sem3_Resit,B2505,10001633,10.8905,D2,
2021-22,Sem3_Resit,B2505,10001644,6.3595,E3,
2021-22,Sem3_Resit,B2505,10001669,12.270499999999998,C3,
2021-22,Sem3_Resit,B2506,10001998,6.256,E3,
2021-22,Sem3_Resit,B2506,10002002,6.002999999999999,E3,
2021-22,Sem3_Resit,B2506,10002026,4.4159999999999995,F2,
2021-22,Sem3_Resit,B2506,10002043,15.387,B3,
2021-22,Sem3_Resit,B2506,10002067,9.245999999999999,D3,
2021-22,Sem3_Resit,B2506,10002115,6.911499999999999,E3,
2021-22,Sem3_Resit,B2506,10001317,4.991,F2,
2021-22,Sem3_Resit,B2506,10001321,8.049999999999999,E1,
2021-22,Sem3_Resit,B2506,10001346,7.0954999999999995,E2,
2021-22,Sem3_Resit,B2506,10001349,14.685499999999998,C1,
2021-22,Sem3_Resit,B2506,10001351,8.360499999999998,E1,
2021-22,Sem3_Resit,B2506,10001356,11.580499999999999,D1,
2021-22,Sem3_Resit,B2506,10001373,5.75,F1,
2021-22,Sem3_Resit,B2506,10001375,4.991,F2,
2021-22,Sem3_Resit,B2506,10001396,8.1305,E1,
2021-22,Sem3_Resit,B2506,10001399,5.106,F1,
2021-22,Sem3_Resit,B2506,10001408,9.315,D3,
2021-22,Sem3_Resit,B2506,10001417,4.8185,F2,
2021-22,Sem3_Resit,B2506,10001438,6.853999999999999,E3,
2021-22,Sem3_Resit,B2506,10001453,4.531,F2,
2021-22,Sem3_Resit,B2506,10001455,8.1535,E1,
2021-22,Sem3_Resit,B2506,10001467,9.820999999999998,D3,
2021-22,Sem3_Resit,B2506,10001469,5.577499999999999,F1,
2021-22,Sem3_Resit,B2506,10001472,13.454999999999998,C2,
2021-22,Sem3_Resit,B2506,10001474,6.624,E3,
2021-22,Sem3_Resit,B2506,10001478,11.925499999999998,D1,
2021-22,Sem3_Resit,B2506,10001531,5.0714999999999995,F1,
2021-22,Sem3_Resit,B2506,10001534,10.9825,D2,
2021-22,Sem3_Resit,B2506,10001536,13.006499999999999,C2,
2021-22,Sem3_Resit,B2506,10001557,12.661499999999998,C3,
2021-22,Sem3_Resit,B3001,10001905,6.8999999999999995,E3,
2021-22,Sem3_Resit,B3001,10000636,12.672999999999998,C3,
2021-22,Sem3_Resit,B3001,10000656,5.772999999999999,F1,
2021-22,Sem3_Resit,B3001,10000662,7.589999999999999,E2,
2021-22,Sem3_Resit,B3001,10000663,5.911,F1,
2021-22,Sem3_Resit,B3001,10000667,13.443499999999998,C2,
2021-22,Sem3_Resit,B3001,10001222,10.453499999999998,D2,
2021-22,Sem3_Resit,B3001,10001241,10.844499999999998,D2,
2021-22,Sem3_Resit,B3001,10001250,2.9094999999999995,G1,
2021-22,Sem3_Resit,B3001,10001272,9.429999999999998,D3,
2021-22,Sem3_Resit,B3001,10001298,12.42,C3,
2021-22,Sem3_Resit,B3001,10001309,11.902499999999998,D1,
2021-22,Sem3_Resit,B3002,10001880,12.466,C3,
2021-22,Sem3_Resit,B3002,10001905,8.302999999999999,E1,
2021-22,Sem3_Resit,B3002,10001916,8.004,E1,
2021-22,Sem3_Resit,B3002,10000626,13.4665,C2,
2021-22,Sem3_Resit,B3002,10000628,5.313,F1,
2021-22,Sem3_Resit,B3002,10000656,9.809499999999998,D3,
2021-22,Sem3_Resit,B3002,10000662,5.9225,F1,
2021-22,Sem3_Resit,B3002,10000663,3.3005,F3,
2021-22,Sem3_Resit,B3002,10000666,10.7065,D2,
2021-22,Sem3_Resit,B3002,10000703,11.568999999999999,D1,
2021-22,Sem3_Resit,B3002,10001222,6.991999999999999,E3,
2021-22,Sem3_Resit,B3002,10001250,9.418499999999998,D3,
2021-22,Sem3_Resit,B3004,10001958,8.739999999999998,E1,
2021-22,Sem3_Resit,B3004,10002023,15.881499999999999,B3,
2021-22,Sem3_Resit,B3004,10002028,10.292499999999999,D2,
2021-22,Sem3_Resit,B3004,10002031,11.568999999999999,D1,
2021-22,Sem3_Resit,B3004,10002070,5.1175,F1,
2021-22,Sem3_Resit,B3004,10002072,4.760999999999999,F2,
2021-22,Sem3_Resit,B3004,10002082,7.981,E2,
2021-22,Sem3_Resit,B3004,10002127,15.363999999999999,B3,
2021-22,Sem3_Resit,B3004,10002136,11.591999999999999,D1,
2021-22,Sem3_Resit,B3004,10002155,5.991499999999999,F1,
2021-22,Sem3_Resit,B3004,10002226,7.003499999999999,E2,
2021-22,Sem3_Resit,B3004,10000718,10.879,D2,
2021-22,Sem3_Resit,B3004,10000719,6.4515,E3,
2021-22,Sem3_Resit,B3004,10000724,6.727499999999999,E3,
2021-22,Sem3_Resit,B3004,10000732,4.9795,F2,
2021-22,Sem3_Resit,B3004,10000733,11.189499999999999,D1,
2021-22,Sem3_Resit,B3004,10000743,11.6495,D1,
2021-22,Sem3_Resit,B3004,10000745,6.4975,E3,
2021-22,Sem3_Resit,B3004,10000746,9.982,D3,
2021-22,Sem3_Resit,B3004,10000773,2.3,G1,
2021-22,Sem3_Resit,B3004,10000808,5.232499999999999,F1,
2021-22,Sem3_Resit,B3004,10000818,3.8524999999999996,F3,
2021-22,Sem3_Resit,B3004,10000820,12.4775,C3,
2021-22,Sem3_Resit,B3004,10000822,7.831499999999999,E2,
2021-22,Sem3_Resit,B3004,10000824,7.452,E2,
2021-22,Sem3_Resit,B3004,10000830,6.669999999999999,E3,
2021-22,Sem3_Resit,B3004,10000835,12.328,C3,
2021-22,Sem3_Resit,B3004,10000840,3.5765,F3,
2021-22,Sem3_Resit,B3004,10000843,14.455499999999999,C1,
2021-22,Sem3_Resit,B3004,10000854,12.615499999999999,C3,
2021-22,Sem3_Resit,B3004,10000855,8.142,E1,
2021-22,Sem3_Resit,B3004,10000875,6.577999999999999,E3,
2021-22,Sem3_Resit,B3004,10000879,9.8555,D3,
2021-22,Sem3_Resit,B3004,10000890,4.991,F2,
2021-22,Sem3_Resit,B3004,10000899,3.7375,F3,
2021-22,Sem3_Resit,B3004,10000919,2.6449999999999996,G1,
2021-22,Sem3_Resit,B3004,10000923,5.818999999999999,F1,
2021-22,Sem3_Resit,B3004,10000925,12.672999999999998,C3,
2021-22,Sem3_Resit,B3004,10000942,11.0055,D1,
2021-22,Sem3_Resit,B3004,10000947,4.289499999999999,F2,
2021-22,Sem3_Resit,B3004,10000954,7.969499999999999,E2,
2021-22,Sem3_Resit,B3004,10000955,10.464999999999998,D2,
2021-22,Sem3_Resit,B3004,10000968,4.3355,F2,
2021-22,Sem3_Resit,B3004,10000975,5.416499999999999,F1,
2021-22,Sem3_Resit,B3004,10000981,2.6679999999999997,G1,
2021-22,Sem3_Resit,B3004,10001002,9.016,D3,
2021-22,Sem3_Resit,B3004,10001005,15.594,B3,
2021-22,Sem3_Resit,B3004,10001007,4.5655,F2,
2021-22,Sem3_Resit,B3004,10001008,9.039,D3,
2021-22,Sem3_Resit,B3004,10001017,3.5534999999999997,F3,
2021-22,Sem3_Resit,B3004,10001023,1.9319999999999997,G1,
2021-22,Sem3_Resit,B3004,10001028,6.819499999999999,E3,
2021-22,Sem3_Resit,B3004,10001032,10.085499999999998,D2,
2021-22,Sem3_Resit,B3004,10001033,4.887499999999999,F2,
2021-22,Sem3_Resit,B3004,10001038,3.2085,F3,
2021-22,Sem3_Resit,B3004,10001334,7.843,E2,
2021-22,Sem3_Resit,B3004,10001370,10.212,D2,
2021-22,Sem3_Resit,B3004,10001611,6.4285,E3,
2021-22,Sem3_Resit,B3004,10001652,14.501499999999998,C1,
2021-22,Sem3_Resit,B3005,10001958,6.152499999999999,E3,
2021-22,Sem3_Resit,B3005,10002028,4.83,F2,
2021-22,Sem3_Resit,B3005,10002031,4.887499999999999,F2,
2021-22,Sem3_Resit,B3005,10000710,11.4195,D1,
2021-22,Sem3_Resit,B3005,10000719,4.9795,F2,
2021-22,Sem3_Resit,B3005,10000732,7.589999999999999,E2,
2021-22,Sem3_Resit,B3005,10000743,11.362,D1,
2021-22,Sem3_Resit,B3005,10000745,8.625,E1,
2021-22,Sem3_Resit,B3005,10000751,4.784,F2,
2021-22,Sem3_Resit,B3005,10000753,13.869,C2,
2021-22,Sem3_Resit,B3005,10000773,8.4755,E1,
2021-22,Sem3_Resit,B3005,10000777,3.0014999999999996,F3,
2021-22,Sem3_Resit,B3005,10000782,10.7985,D2,
2021-22,Sem3_Resit,B3005,10000783,10.464999999999998,D2,
2021-22,Sem3_Resit,B3005,10000802,13.155999999999999,C2,
2021-22,Sem3_Resit,B3005,10000808,7.843,E2,
2021-22,Sem3_Resit,B3005,10000818,5.3935,F1,
2021-22,Sem3_Resit,B3005,10000824,8.8435,E1,
2021-22,Sem3_Resit,B3005,10000825,14.2715,C1,
2021-22,Sem3_Resit,B3005,10000830,5.543,F1,
2021-22,Sem3_Resit,B3005,10000850,11.661,D1,
2021-22,Sem3_Resit,B3005,10000855,5.129,F1,
2021-22,Sem3_Resit,B3005,10000871,10.292499999999999,D2,
2021-22,Sem3_Resit,B3005,10000873,12.948999999999998,C3,
2021-22,Sem3_Resit,B3005,10000875,8.7745,E1,
2021-22,Sem3_Resit,B3005,10000879,10.4075,D2,
2021-22,Sem3_Resit,B3005,10000880,10.718,D2,
2021-22,Sem3_Resit,B3005,10000889,13.328499999999998,C2,
2021-22,Sem3_Resit,B3005,10000890,9.027499999999998,D3,
2021-22,Sem3_Resit,B3005,10000899,4.324,F2,
2021-22,Sem3_Resit,B3005,10000901,16.5485,B2,
2021-22,Sem3_Resit,B3005,10000919,6.4399999999999995,E3,
2021-22,Sem3_Resit,B3005,10000923,2.8405,G1,
2021-22,Sem3_Resit,B3005,10000942,9.498999999999999,D3,
2021-22,Sem3_Resit,B3005,10000947,5.933999999999999,F1,
2021-22,Sem3_Resit,B3005,10000954,7.877499999999999,E2,
2021-22,Sem3_Resit,B3005,10000955,8.0155,E1,
2021-22,Sem3_Resit,B3005,10000964,11.3735,D1,
2021-22,Sem3_Resit,B3005,10000968,4.8645000000000005,F2,
2021-22,Sem3_Resit,B3005,10000971,7.520999999999999,E2,
2021-22,Sem3_Resit,B3005,10000975,8.6365,E1,
2021-22,Sem3_Resit,B3005,10000980,13.8805,C2,
2021-22,Sem3_Resit,B3005,10000981,7.13,E2,
2021-22,Sem3_Resit,B3005,10000984,12.834,C3,
2021-22,Sem3_Resit,B3005,10000998,13.696499999999999,C2,
2021-22,Sem3_Resit,B3005,10001002,9.4645,D3,
2021-22,Sem3_Resit,B3005,10001007,5.1635,F1,
2021-22,Sem3_Resit,B3005,10001008,5.1865,F1,
2021-22,Sem3_Resit,B3005,10001012,9.9475,D3,
2021-22,Sem3_Resit,B3005,10001017,2.5185,G1,
2021-22,Sem3_Resit,B3005,10001021,8.6135,E1,
